StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,C2,C3_First Click,C3_Last Click,C3_Page Submit,C3_Click Count,D1_1,W2T_First Click,W2T_Last Click,W2T_Page Submit,W2T_Click Count,W2_1,W2_2,W2_3,W2_4,W2_5,W2_6,W2_7,W2_8,W2_9,W2_10,W2_11,W2_12,W2_13,W2_14,W2_15,W2_16,W2_17,W2_18,W2_19,W2_20,W3T_First Click,W3T_Last Click,W3T_Page Submit,W3T_Click Count,W3_1,W3_2,W3_3,W3_4,W3_5,W3_6,W3_7,W3_8,W3_9,W3_10,W3_11,W3_12,W3_13,W3_14,W3_15,W3_16,W3_17,W3_18,W3_19,W3_20,W4T_First Click,W4T_Last Click,W4T_Page Submit,W4T_Click Count,W4_1,W4_2,W4_3,W4_4,W4_5,W4_6,W4_7,W4_8,W4_9,W4_10,W4_11,W4_12,W4_13,W4_14,W4_15,W4_16,W4_17,W4_18,W4_19,W4_20,W5T_First Click,W5T_Last Click,W5T_Page Submit,W5T_Click Count,W5_1,W5_2,W5_3,W5_4,W5_5,W5_6,W5_7,W5_8,W5_9,W5_10,W5_11,W5_12,W5_13,W5_14,W5_15,W5_16,W5_17,W5_18,W5_19,W5_20,W6T_First Click,W6T_Last Click,W6T_Page Submit,W6T_Click Count,W6_1,W6_2,W6_3,W6_4,W6_5,W6_6,W6_7,W6_8,W6_9,W6_10,W6_11,W6_12,W6_13,W6_14,W6_15,W6_16,W6_17,W6_18,W6_19,W6_20,P1,P2,P2_5_TEXT,P3,P4,D2,D3_1,D4_1,D5,D5_2_TEXT,D6,D6_11_TEXT,D7,D7_17_TEXT,D8,D9,D9_6_TEXT,D10,C7,MTurkCode
3/16/17 6:46,3/16/17 7:01,IP Address,50.139.241.202,100,928,TRUE,3/16/17 7:01,R_2uV5qSi0KV4ZOZK,,,,,31.31469727,-81.52220154,anonymous,I understand and agree to proceed,,,,,1959,2.555,94.324,120.84,7,racist,fearful,disgusting,dreaded,horrific,game changing,heinous,patriotic,,,,,,,,,,,,,2.548,256.011,120.706,5,apple pie,flag,morals,kindness,love,veterans,parades,picnics,work,honesty,openness,,,,,,,,,,2.67,18.817,121.041,2,values,love,kindness,open,trustful,togetherness,meaningful,caring,popular,free,equal,common,libertarian,orderly,,,,,,,5.377,102.328,120.766,2,mean,racist,aggressive,fanatical,radical,freaks,,,,,,,,,,,,,,,0.718,111.849,120.792,7,help,assistance,worthy,social,needy,poor,lost,temporary,relief,kindness,,,,,,,,,,,1. Extremely liberal,Democrat,,7. Government should provide many more services,1. Government should see to jobs and standard of living,Female,Georgia,Virginia,English,,Agnostic,,Some college but no degree,,No,White,,Both parents born in the U.S.,"Yes, I agree",54
3/16/17 6:53,3/16/17 7:06,IP Address,162.72.228.126,100,755,TRUE,3/16/17 7:06,R_2awwifVK4P48JL0,,,,,37.01029968,-78.19879913,anonymous,I understand and agree to proceed,,,,,1977,2.512,108.974,120.518,2,bad,corrupt,dishonest,UNTRUSTWORTHY,ugly,expensive,unfriendly,two faced,shallow,unbelievable,,,,,,,,,,,2.23,2.23,120.503,1,family,hard working,honest,caring,warm,compassionate,loyal,happy,strong,proud,loveable,sincere,valuable,materialistic,diverse,integrated,,,,,3.514,98.824,120.507,4,ugly ,unfriendly,bad,two faced,unhelpful,stubborn,old,hated,useless,terrible,unpleasant,unchangeable,,,,,,,,,2.251,2.251,120.494,1,Honest,trustworthy,warm,kind,hard working,diligent,understanding,firm,energetic,realistic,friendly,caring,believable,appropriate,beautiful,sympathetic,,,,,2.323,2.323,120.49,1,helpful,needed,caring,giving,valuable,sincere,unbiased,affordable,,,,,,,,,,,,,6. Conservative,Republican,,5,3,Male,Maryland,Virginia,English,,Protestant,,Some college but no degree,,No,White,,Both parents born in the U.S.,"Yes, I agree",58
3/16/17 7:05,3/16/17 7:17,IP Address,69.1.58.93,100,730,TRUE,3/16/17 7:17,R_1CEf7xieS3p6zSH,,,,,35.92790222,-84.08519745,anonymous,I understand and agree to proceed,,,,,1994,2.814,2.814,120.659,1,USA,Wasteful,spending,bureaucracy,regulations,restrictive,less productive,growing,control,taxes,,,,,,,,,,,2.301,96.346,120.667,3,Freedom,Hard work,determination,family,tradition,innovation,bravery,honesty,liberty,justice,equality of opportunity,,,,,,,,,,3.296,4.096,120.661,2,emotions over fact,lost,equality of outcomes not opportunity,corruption,welfare state,socialism,bureaucracy,regulations,higher taxes,,,,,,,,,,,,3.016,108.522,120.72,4,school choice,gun rights,equal opportunity,limited government,won,Paul Ryan,freedom,less regulations,lower taxes,,,,,,,,,,,,3.021,120.648,120.676,2,struggling,lazy,government,taxes,spending,wealth transfer,redistribution,dependency,decline,money,mismanagement,,,,,,,,,,6. Conservative,Independent,,1. Government should provide many fewer services,7. Government should let each person get ahead on their own,Male,Tennessee,Maryland,English,,Catholic,,"Bachelor's degree (For example: BA, AB, BS)",,No,White,,Both parents born in the U.S.,"Yes, I agree",39
3/16/17 7:05,3/16/17 7:22,IP Address,24.106.244.178,100,1003,TRUE,3/16/17 7:22,R_3w51D5n6aYDOVHz,,,,,40.77879333,-82.4571991,anonymous,I understand and agree to proceed,,,,,1967,18.993,18.993,120.476,1,large,wasteful,deceitful,useless,inflated,,,,,,,,,,,,,,,,1.456,1.456,120.454,1,honesty,integrity,hard work,reliable,innovative,persevere,helpful,,,,,,,,,,,,,,0.89,0.89,120.476,1,politician,liberal,open,accepting,,,,,,,,,,,,,,,,,9.052,23.52,120.486,5,politician,moral,conservative,valued,,,,,,,,,,,,,,,,,3.852,3.852,120.464,1,needy,costly,overused,last resort,easy,scam,,,,,,,,,,,,,,,5. Slightly conservative,Republican,,2,6,Female,Ohio,Ohio,English,,Spiritual but not religious,,High school graduate - high school diploma or equivalent (for example: GED),,No,White,,Both parents born in the U.S.,"Yes, I agree",58
3/16/17 7:11,3/16/17 7:24,IP Address,24.59.150.178,100,759,TRUE,3/16/17 7:24,R_UhAFfG7EGpqLwWZ,,,,,43.04020691,-76.22309875,anonymous,I understand and agree to proceed,,,,,1971,2.629,2.629,120.505,1,untrustworthy,selfish,overburdened,big,caring,uncaring,trustworthy,untrustworthy,diverse,bipartisan,power,servant,public,regulations,laws,checks and balances,state,local,federal,,3.139,3.139,120.501,1,caring,freedom,sanctuary,helpful,everyone,equality,happiness,liberty,free-will,rights,everyone,secular,nature,industry,environment,animals,fun,hard-working,family,love,1.434,1.434,120.492,1,good ,helpful,social,caring,unselfish,partisan,equality,charitable,people,common,me,right,kind,nice,down-to-earth,normal,middle,everyone,all,,1.957,1.957,120.527,1,mean,crooked,Russia,stupid,selfish,uncaring,money,despicable,partisan,uncooperative,rude,stubborn,closed-minded,ridiculous,damaging,hurtful,money-grubbing,disgusting,terrible,awful,1.723,1.723,120.51,1,needy,undeserving,deserving,helping,children,Medicaid,moochers,leg-up,temporary,circle,stuck,poverty,minimum wage,foods stamps,WIC,needed,selfish,social,,,2. Liberal,Democrat,,6,3,Female,New York,Ohio,English,,Secular,,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",,No,White,,Both parents born in the U.S.,"Yes, I agree",92
3/16/17 7:07,3/16/17 7:24,IP Address,68.70.0.38,100,1041,TRUE,3/16/17 7:24,R_2aWAwhJpFW9uC1A,,,,,41.93910217,-75.78520203,anonymous,I understand and agree to proceed,,,,,1951,3.67,114.694,120.527,17,controlling,laws,committed,power,protection,regulators,big brother,occupation,money,propaganda,helping,departmental,people,war,taxes,,,,,,2.554,117.624,120.529,18,jobs,careers,family,love,caring,friends,housing,helping,charity,freedom,protection,life,love,liberty,challenging,cha,,,,,2.29,118.953,120.565,17,slave,big government,give,dependent,control,family,sinister,mob,illegal,entitlement,slums,ghettos,greed,wimps,global warming,global,,,,,1.885,113.077,120.544,18,liberty,freedom,small government,deregulated,power,release,departmental,judgment,jobs,employment,military,taxes,helping,courts,judges,underdog,business,,,,2.099,119.165,120.525,20,entitled,help,money,ebt,ghetto,mental illness,lazy,controlled,slavery,government,hand outs,food,clothing,unemployed,poor,choice,locked,taught,,,5. Slightly conservative,Independent,,3,6,Female,New York,New York,English,,Agnostic,,High school graduate - high school diploma or equivalent (for example: GED),,No,White,,Both parents born in the U.S.,"Yes, I agree",43
3/16/17 7:14,3/16/17 7:28,IP Address,104.219.153.235,100,805,TRUE,3/16/17 7:28,R_1CqBs9x1jHel4du,,,,,33.11799622,-80.03839874,anonymous,I understand and agree to proceed,,,,,1950,2.85,2.85,120.522,1,bad,worse,slow,gridlock,trying,bloated,self-interest,politician,bureaucratic,careless,insincere,disingenuous,unhelpful,insulated,overpaid,,,,,,3.79,3.79,120.506,1,courage,charity,optimism,family,independence,faith,self-reliance,confidence,individuality,self-expression,interest,greed,,,,,,,,,8.011,8.011,120.534,1,environment,society,worker,sincere,befuddled,trying,genuine,informed,meek,mild,inclusive,concerned,appropriate,willing,good,,,,,,5.558,5.558,120.521,1,malcontent,vicious,avarice,greed,insincere,hypocrite,blind,superstitious,ignorant,egocentric,,,,,,,,,,,1.945,1.945,120.541,1,charity,needful,distributive,abused,necessary,helpful,scorned,pride,relief,genuine,blessing,appropriate,good,bureaucratic,,,,,,,1. Extremely liberal,Democrat,,7. Government should provide many more services,2,Male,South Carolina,Connecticut,English,,Protestant,,"Bachelor's degree (For example: BA, AB, BS)",,No,White,,One parent born in the U.S.,"Yes, I agree",38
3/16/17 7:18,3/16/17 7:29,IP Address,97.96.17.194,100,701,TRUE,3/16/17 7:29,R_1eLXMFaEewONLo2,,,,,28.3578949,-82.61730194,anonymous,I understand and agree to proceed,,,,,1982,3.203,76.668,120.825,8,Unfair,Corrupt,Argumentative,Confused,,,,,,,,,,,,,,,,,3.397,81.26,120.856,9,Freedom,Friendship,Patriotic,Welcoming,Diverse,Respect,,,,,,,,,,,,,,,2.152,79.318,120.785,10,Social,Caring,Empathy ,Sympathy ,Unselfish,,,,,,,,,,,,,,,,2.895,55.801,120.836,7,Conservative ,Selfish ,Old values,Money,,,,,,,,,,,,,,,,,16.771,101.032,120.869,12,Needed,Helps people,Helps farmers make money,,,,,,,,,,,,,,,,,,1. Extremely liberal,Democrat,,7. Government should provide many more services,1. Government should see to jobs and standard of living,Male,Florida,Florida,English,,Agnostic,,Some college but no degree,,No,White,,Both parents born in the U.S.,"Yes, I agree",67
3/16/17 7:20,3/16/17 7:32,IP Address,162.197.73.173,100,737,TRUE,3/16/17 7:32,R_yVKCunRDG4qP7b3,,,,,41.06759644,-80.69809723,anonymous,I understand and agree to proceed,,,,,1951,3.295,104.266,120.545,10,bad,powerful,controlling,unfair,mean,tax,regulation,arrogance,,,,,,,,,,,,,2.271,64.534,120.702,2,good,fine ,truth,justice,honest,kind,hardworking,fair,helpful,,,,,,,,,,,,1.922,119.311,120.531,11,leftwing,arrogance,condescending,unfair,whine,crybaby,unlikeable,controlling,ugly,,,,,,,,,,,,1.727,102.447,120.514,10,good,hardworking,honest,helping,veteran,trying,vilified,ind,,,,,,,,,,,,,2.869,111.481,120.537,8,bad,unhelpful,enervating,weak,controlling,generations,fraud,cheat,,,,,,,,,,,,,7. Extremely conservative,Republican,,1. Government should provide many fewer services,7. Government should let each person get ahead on their own,Male,Ohio,Pennsylvania,English,,Jewish,,High school graduate - high school diploma or equivalent (for example: GED),,No,White,,Both parents born in the U.S.,"Yes, I agree",34
3/16/17 7:24,3/16/17 7:36,IP Address,139.55.50.234,100,747,TRUE,3/16/17 7:36,R_8HN0cv03Nbe9AIx,,,,,37.34370422,-85.63040161,anonymous,I understand and agree to proceed,,,,,1989,4.476,4.476,120.573,1,Welp,Reform,Disaster,Lazy,Greed,Rich,Elitist,Unhelpful,Drain,Useless,Bad,,,,,,,,,,1.943,1.943,120.564,1,Freedom,Capitalism,Voting,Greed,Speech,,,,,,,,,,,,,,,,2.345,29.139,120.591,3,Thieves,Liars,Rogues,Losers,Republicans,Shady,Russia,Sour,Mainstream,Clinton,,,,,,,,,,,2.297,2.297,120.557,1,Bad,Honest,Backwards,Religious,Greed,Democrats,Poor,Dumb,Kind,,,,,,,,,,,,2.531,3.441,120.576,2,Good,Helpful,Necessary,Underused,Misunderstood,Economic,Food,,,,,,,,,,,,,,2. Liberal,Independent,,7. Government should provide many more services,2,Male,Kentucky,Kentucky,English,,Agnostic,,Some college but no degree,,No,White,,Both parents born in the U.S.,"Yes, I agree",46
3/16/17 7:33,3/16/17 7:46,IP Address,24.60.227.98,100,767,TRUE,3/16/17 7:46,R_2t6l3eiO28ltk0j,,,,,41.78999329,-72.87349701,anonymous,I understand and agree to proceed,,,,,1951,3.449,3.449,120.887,1,big,out of control,reckless,corrupt,big money,corporations,lobbyists,influence,bloated,helpful,benefits,we need it,waste of money,bureaucracy,inefficient,wasteful,necessary,,,,2.902,2.902,120.989,1,trust,charity,power,big money,help others,strength,freedom,"one for all, all for one",in god we trust,work together for common good,help our neighbors,help the world,foster democracy,fight for beliefs,value our history,education,openness,,,,2.711,2.711,120.865,1,liberal,spend,poor,money,budget,Hillary,Clinton,Barack,Obama,entitlement,welfare,social security,Medicare,Medicaid,take care,less fortunate,out of power,protest,,,3.056,3.056,120.917,1,conservative,military,big business,rich,rush,levin,fox news,tax cut,budget,cut welfare,jobs,back to work,cut social security,cut entitlements,cut Medicare,cut Medicaid,repeal Obamacare,hate,,,3.936,3.936,120.918,1,help,corruption,take advantage,fraud,waste,low income,poor,no job,assistance,democrats,government aid,higher tax,food stamps,basic needs,survival,,,,,,2. Liberal,Democrat,,4,3,Male,Connecticut,Pennsylvania,English,,Catholic,,"Bachelor's degree (For example: BA, AB, BS)",,No,White,,Both parents born in the U.S.,"Yes, I agree",36
3/16/17 7:40,3/16/17 7:53,IP Address,5.80.170.214,100,788,TRUE,3/16/17 7:53,R_2ubZZKAP8wcsomZ,,,,,51.56080627,-0.223297119,anonymous,I understand and agree to proceed,,,,,1987,2.786,118.04,120.669,3,scary,controlling,old,religion,governing,rules,confusion,politics,boring,enforcement,,,,,,,,,,,19.738,78.462,120.703,3,money,morals,sale,color,change,food,home,steak,religion,America,farms,industry,,,,,,,,,3.437,41.856,120.679,4,loud,emotional,relationships,blue,predictable,entitled,fake,bored,active,complain,childish,,,,,,,,,,2.323,2.323,120.694,1,red,conservative,old,uptight,grey,old,country,American,fat,right,,,,,,,,,,,2.256,48.267,120.717,8,cheese,babies,poor,trailer,nails,wal mart,women,lazy,mom,sad,unwilling,aimless,fo,,,,,,,,5. Slightly conservative,Independent,,5,1. Government should see to jobs and standard of living,Female,New York,New York,English,,Atheist,,Some college but no degree,,Yes,"White,American Indian or Alaska Native",,Both parents born in the U.S.,"Yes, I agree",59
3/16/17 7:59,3/16/17 8:11,IP Address,140.163.254.156,100,704,TRUE,3/16/17 8:11,R_30o7tXy5F7bzBlF,,,,,40.71429443,-74.0059967,anonymous,I understand and agree to proceed,,,,,1990,2.031,2.031,120.479,1,free,president,congress,white house,Washington,laws,authorities,rules,legislation,democrat,republican,people,citizens,prison,,,,,,,86.851,86.851,120.489,1,hardworking,citizen,hardships,value,fast food,white collar,blue collar,freedom,liberty,speech,obesity,,,,,,,,,,4.299,4.299,120.465,1,republican,proactive,Obama,warm,friendly,living,abortion,pro-gay,kind,deserving,government,,,,,,,,,,1.385,1.385,120.477,1,democrat,trump,president,annoying,cunning,disruptive,politics,politicians,feud,congress,white house,voting,elections,,,,,,,,1.759,55.342,120.461,2,low,income,assistance,government,housing,people,homeless,children,parents,programs,help,,,,,,,,,,3. Slightly liberal,Democrat,,5,3,Female,New York,New York,English,,Agnostic,,"Bachelor's degree (For example: BA, AB, BS)",,No,Asian,,Both parents born in another country,"Yes, I agree",42
3/16/17 8:01,3/16/17 8:13,IP Address,184.91.238.146,100,729,TRUE,3/16/17 8:13,R_28CzP0yG5on2ico,,,,,28.97819519,-80.86560059,anonymous,I understand and agree to proceed,,,,,1955,2.749,101.194,120.557,13,congress,representatives,powerful,official,demanding,leaders,president,cabinet,deciders,commanding,strong,departments,,,,,,,,,2.214,107.281,120.561,16,justice,peace,love,pride,caring,kind,peaceful,cooperative,interested,motivated,intelligent,proud,strong,hard-working,family-oriented,,,,,,3.9,102.655,120.574,11,government,caring,devoted,democracy,helping,united,loving,American,congress,average,,,,,,,,,,,5.049,93.638,120.553,10,rich,money,powerful,government,leaders,candidates,winners,in charge,callous,,,,,,,,,,,,2.53,91.279,120.551,10,poor,needy,lazy,unemployed,taker,unable,disabled,unmotivated,lacking,undesirable,,,,,,,,,,,3. Slightly liberal,Independent,,5,4,Female,Florida,Massachusetts,English,,Catholic,,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",,No,White,,Both parents born in the U.S.,"Yes, I agree",59
3/16/17 8:07,3/16/17 8:19,IP Address,68.119.39.170,100,743,TRUE,3/16/17 8:19,R_1LaLzbG76Ivmz4d,,,,,36.21910095,-81.65630341,anonymous,I understand and agree to proceed,,,,,1981,2.082,120.053,120.476,23,federal,state,branches,spending,representation,gridlock,gerrymander,municipal,rights,legislation,broken,accountability,lobbyists,foreign,kickbacks,pork,bipartisan,inefficient,,,1.822,102.395,120.495,19,freedom,choice,speech,religion,guns,love,exceptionalism,equality,liberty,constitution,press,democracy,vote,election,happiness,,,,,,3.665,119.243,120.48,22,progressive,liberal,gay,healthcare,immigration,inclusive,unions,blue,climate,equality,lesbian,abortion,,,,,,,,,1.978,114.358,120.496,21,conservative,reactionary,corporation,Christian,prolife,taxes,guns,wall,religion,vouchers,climate,banks,flag,bible,military,terrorism,,,,,2.384,115.193,120.478,16,crucial,life-saving,inadequate,underfunded,south,republicans,vulnerable,security,opportunity,support,critical,essential,expand,fund,,,,,,,1. Extremely liberal,Democrat,,5,2,Male,North Carolina,Maryland,English,,Agnostic,,"Doctorate degree (For example: PhD, EdD)",,No,White,,Both parents born in the U.S.,"Yes, I agree",29
3/16/17 8:11,3/16/17 8:23,IP Address,65.32.92.21,100,731,TRUE,3/16/17 8:23,R_1rel8DPt6rsIP6b,,,,,27.915802,-82.22899628,anonymous,I understand and agree to proceed,,,,,1969,2.173,101.97,120.525,2,scam,fraud,bought,criminal,disdain,unreliable,corrupt,terrible,self-serving,white,villainous,bad,repulsive,pathetic,unjust,unfair,selfish,warped,disgusting,pathetic,2.53,28.185,120.461,2,stupid,self-serving,self-absorbed,hypocritical,one-sided,racist,Christian,white,money,phony,lame,untrusting,secular,unaccepting,bigoted,vain,misguided,,,,3.129,3.129,120.459,1,inclusive,hard working,environmentalist,considerate,thoughtful,smart,worldly,friendly,fair,classy,non judgmental,warm ,open,mindful,conservative ,non hedonistic,simple,average,kind,funny,2.157,15.893,120.458,2,corrupt,narrow minded,weak minded,racist,pathetic,uneducated,white,bloated,snobbish,haughty,selfish,self absorbed,inconsiderate,redneck,shallow,feeble minded,dumb,dim,disgusting,fat,2.326,115.739,120.471,3,poorly managed,abused,necessary,crutch,minority,black,poor,,,,,,,,,,,,,,2. Liberal,Democrat,,6,3,Female,Florida,Florida,English,,Catholic,,"Bachelor's degree (For example: BA, AB, BS)",,No,White,,Both parents born in the U.S.,"Yes, I agree",86
3/16/17 8:25,3/16/17 8:37,IP Address,174.54.106.111,100,760,TRUE,3/16/17 8:37,R_1j6t9AURqGHWA9e,,,,,39.79359436,-77.59799957,anonymous,I understand and agree to proceed,,,,,1998,1.909,110.976,121.247,21,People,Leaders,Corrupt,Decisions,Foreign,Democracy,Hierarchy,Monarchy,Queen,President,Minister,Branches,Court,Senate,Congress,Election,Ruler,Powerful,Arrogant,Caring,2.351,116.086,121.198,15,Constitution,Amendments,Fair,Just,Divided,Democracy,Political,Protests,Aggressive,Freedom,Speech,Rights,Elections,Religious,,,,,,,2.015,118.614,121.044,13,Obama,Clinton,Left,Blue,lgbtq,Schools,Medicare,Insurance,Muslims,Refugees,President,Health,Li,,,,,,,,2.115,116.627,121.062,16,Guns,Trump,Abortion,Red,Right,Conservative,Immigration,Islam,Russia,Terrorists,Se,,,,,,,,,,1.92,117.281,121.234,14,Unemployed,Underpaid,Help,Money,Food,Government,Abuse,Lazy,Hardworking,Decisions,Necessities,,,,,,,,,,2. Liberal,Democrat,,5,5,Male,Pennsylvania,Maryland,English,,Catholic,,High school graduate - high school diploma or equivalent (for example: GED),,No,White,,Both parents born in the U.S.,"Yes, I agree",81
3/16/17 8:30,3/16/17 8:44,IP Address,173.161.130.137,100,848,TRUE,3/16/17 8:44,R_2EofT2mTF1oDA5p,,,,,40.18240356,-75.10620117,anonymous,I understand and agree to proceed,,,,,1982,3.209,3.209,120.509,1,USA,powerful,rules,stipulations,guidance,structure,framework,relevant,people,twofaced,evil,fame,money,trivial,lost,never-ending,real,human,,,2.492,101.767,120.498,2,rich,power,relatable,protective,developing,ever-changing,process,interrelated,systematic,understanding,confused,lacking,leadership,organized,categorized,risky,undefined,just,interactive,,2.17,105.715,120.489,6,evil,loss ,out for everything,nothing,reports,documents,repeat,again,why,how do they do this,which,fat business,piggish,sloppy,different,eventually,time,lag,drag,nag,1.827,46.083,120.496,2,evil,slob,badgering,organization,develop,drive,power,hunger,strife,life,liberty,happy,money,relevant,established,risk,managers,rich,motivated,,2.085,37.51,120.503,2,everyone,helpful,time,cost,money,health,care,joy,issues,useless,consuming,wasteful,hurtful,deceitful,abused,relegation,rules,impractical,,,4. Moderate; middle of the road,Independent,,3,3,Male,Pennsylvania,New Jersey,English,,Catholic,,"Bachelor's degree (For example: BA, AB, BS)",,No,White,,Both parents born in the U.S.,"Yes, I agree",52
3/16/17 8:34,3/16/17 8:46,IP Address,68.196.200.131,100,722,TRUE,3/16/17 8:46,R_2wSkPo1ROyDx4aQ,,,,,40.76989746,-72.99939728,anonymous,I understand and agree to proceed,,,,,1974,2.397,2.397,120.474,1,white house,politicians,Donald trump,white house,voting,,,,,,,,,,,,,,,,2.719,2.719,120.468,1,jobs,freedom,constitution,freedom of speech,education,,,,,,,,,,,,,,,,1.49,31.88,120.473,2,liberal,pro choice,Hillary Clinton,celebrities,minorities,protestors,sore losers,,,,,,,,,,,,,,1.861,1.861,120.465,1,conservative,white,Donald trump,government,white house,pro life,,,,,,,,,,,,,,,1.948,77.899,120.476,3,poor,minorities,homeless,minimum wage,housing,uneducated,food stamps,,,,,,,,,,,,,,4. Moderate; middle of the road,Independent,,6,6,Female,New York,New York,English,,Catholic,,Some college but no degree,,No,White,,Both parents born in the U.S.,"Yes, I agree",74
3/16/17 8:35,3/16/17 8:48,IP Address,99.43.71.28,100,801,TRUE,3/16/17 8:48,R_bq5XdIb2MbnksPn,,,,,42.15840149,-88.15920258,anonymous,I understand and agree to proceed,,,,,1962,0.387,115.68,120.583,17,hero,father,big brother,helper,hinderer,machine,devil,watcher,irs,law,screwed up,broken,potential,justice,America,,,,,,2.954,119.881,120.566,19,freedom,free speech,free journalism,ability to rise,melting pot,best,military strength,apple pie,success,maker of things,wealthy,giving,above,fatherly,wholesome,Christian,sober,happy,,,2.988,92.728,120.647,17,weak,puny,good guys,naive,do gooders,sinners,gay,foreigners,minimum wagers,poor,helpless,tolerant,desperate,patriotic,failures,losers,deer in head lights,,,,3.106,109.498,120.613,20,conservative,selfish,rich,hateful,greedy,superior,arrogant,uncaring,plantation owners,successful,wealthy,bosses,overlords,evil,schemers,bush,Chaney,Halliburton,war lords,military industrial complex,2.8,115.981,120.597,19,helping,caring,uneducated,hungry,black,inner city,crime,drugs,mental illness,necessary,duty,free loaders,immigrants,jobless,blight,held down,disenfranchised,,,,6. Conservative,Republican,,5,1. Government should see to jobs and standard of living,Female,Illinois,Illinois,English,,Protestant,,Associate degree in college -- Academic program,,No,White,,Both parents born in the U.S.,"Yes, I agree",79
3/16/17 8:38,3/16/17 8:50,IP Address,128.163.8.42,100,725,TRUE,3/16/17 8:50,R_2ya2RDrIqcdwYXV,,,,,38.02870178,-84.50749969,anonymous,I understand and agree to proceed,,,,,1971,2.63,63.653,120.456,5,big,inefficient,rule based,bureaucracy,military,commerce,defense,education,energy,interior,state,diplomacy,foreign aid,taxes,deficit,debt,spending,budget,3 branches,civil servant,5.045,5.045,120.467,1,self reliant,help others,proud,American dream,tolerant,diverse,America first,populist,not trump,not the world's values,make America great again,bring the jobs back,wall,,,,,,,,1.774,96.397,120.472,14,big government,many regulations,social welfare state,tax increases,sensitive,everyone's views taken into consideration,lost their way,ignored working people,elite,progressive,Clinton,bill,Hillary,perez,Bernie,hacked servers,,,,,1.814,91.826,120.461,14,different,narrow,corporate,tax relief for the rich,no help for the poor,can't work together,small government,big wars,no choice,no rights,anti most things,pro big business,small minded,,,,,,,,2.614,110.28,120.458,16,corporate,necessary,boot straps,improve,way of life,how to eliminate,excessive,working,reinforcing,rural,Appalachian,war on poverty,LBJ,reform,always present,,,,,,2. Liberal,Democrat,,7. Government should provide many more services,2,Male,Kentucky,West Virginia,English,,Spiritual but not religious,,"Bachelor's degree (For example: BA, AB, BS)",,No,White,,Both parents born in the U.S.,"Yes, I agree",96
3/16/17 9:04,3/16/17 9:16,IP Address,50.105.180.68,100,741,TRUE,3/16/17 9:16,R_Zw2XWBSKoZjZ3vr,,,,,43.77200317,-90.03369904,anonymous,I understand and agree to proceed,,,,,1990,1.918,99.043,120.495,4,,,,,,,,,,,,,,,,,,,,,1.745,23.177,120.469,2,freedom,privacy,safety,love,,,,,,,,,,,,,,,,,1.655,14.132,120.492,2,Hillary Clinton,blue,donkey,,,,,,,,,,,,,,,,,,1.595,96.748,120.497,3,Donald trump,red,elephant,,,,,,,,,,,,,,,,,,2.625,2.625,120.482,1,government,lazy,,,,,,,,,,,,,,,,,,,5. Slightly conservative,Republican,,4,4,Female,Wisconsin,Wisconsin,English,,Catholic,,"Bachelor's degree (For example: BA, AB, BS)",,No,White,,Both parents born in the U.S.,"Yes, I agree",20
3/16/17 9:28,3/16/17 9:41,IP Address,69.16.172.49,100,732,TRUE,3/16/17 9:41,R_tPSiV9KxrkEbTDr,,,,,33.50830078,-112.071701,anonymous,I understand and agree to proceed,,,,,1975,2.42,115.801,120.497,17,interfering,Satanic,child abductor,Pizzagate,shadow,NWO,freemason,big,leaks,all seeing eye,technocratic,bankers,RFID,U.N.,enemy,compartmentalized,evil,,,,2.339,107.179,120.51,11,God,leader,Bible,politeness,anti-drug,border,democracy,bill,Christian,justice,,,,,,,,,,,2.041,109.2,120.519,15,cry,libtard,globalist,deluded,pampered,un-American,liar,deceived,Hollywood,wasteful,idealistic,conspiracy,lazy,,,,,,,,1.892,116.508,120.529,12,level-headed,right,conservative,choice,winners,clear,patriot,senate,sober,chosen,duty,American,,,,,,,,,1.887,119.675,120.53,18,steal,deal,rent,ebt,stamps,fast food,cool aid,fake,lie,lazy,contribute,distribute,unfair,irresponsible,BET,rap,swindle,,,,7. Extremely conservative,Republican,,2,7. Government should let each person get ahead on their own,Male,Arizona,California,English,,Protestant,,"Bachelor's degree (For example: BA, AB, BS)",,No,White,,Both parents born in the U.S.,"Yes, I agree",11
